"#","number","plot","site","region","Xcoord","Ycoord","Zcoord","canton","date","visit","surveyID","observer","municipality","Nummer","municipality2","Lokalität","Subquadrat","Coordx","Coordy","Höhe","Präzision","Tag","Monat","M (Römisch)","Jahr","Gattung","Art","Weibchen","Arbeiterin","Männchen","Legit","geprüft durch","usage notes","Sammlung","ACU-Nummer","Species name","RLstatus","...39","...40","...41","0","left to do"
1766,"GE1766",4,"focal","Thiele",2537576,1180143,431,"VD","12.08.2025","5","F.TH.VD.5.4","G. Egloff","Yverdon-les-Bains","GE1766","Yverdon-les-Bains",NA,NA,"537576","180143",431,6,"12","08","viii","2025","Lasioglossum","malachurum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
1767,"GE1767",4,"focal","Thiele",2537576,1180143,431,"VD","12.08.2025","5","F.TH.VD.5.4","G. Egloff","Yverdon-les-Bains","GE1767","Yverdon-les-Bains",NA,NA,"537576","180143",431,6,"12","08","viii","2025","Sphecodes","monilicornis",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Sphecodes monilicornis","LC",NA,NA,NA,NA,NA
1768,"GE1768",4,"focal","Thiele",2537576,1180143,431,"VD","12.08.2025","5","F.TH.VD.5.4","G. Egloff","Yverdon-les-Bains","GE1768","Yverdon-les-Bains",NA,NA,"537576","180143",431,6,"12","08","viii","2025","Lasioglossum","malachurum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
1769,"GE1769",4,"focal","Thiele",2537576,1180143,431,"VD","12.08.2025","5","F.TH.VD.5.4","G. Egloff","Yverdon-les-Bains","GE1769","Yverdon-les-Bains",NA,NA,"537576","180143",431,6,"12","08","viii","2025","Lasioglossum","malachurum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
1770,"GE1770",4,"focal","Thiele",2537576,1180143,431,"VD","12.08.2025","5","F.TH.VD.5.4","G. Egloff","Yverdon-les-Bains","GE1770","Yverdon-les-Bains",NA,NA,"537576","180143",431,6,"12","08","viii","2025","Coelioxys","afer",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Coelioxys afer","LC",NA,NA,NA,NA,NA
1771,"GE1771",4,"focal","Thiele",2537576,1180143,431,"VD","12.08.2025","5","F.TH.VD.5.4","G. Egloff","Yverdon-les-Bains","GE1771","Yverdon-les-Bains",NA,NA,"537576","180143",431,6,"12","08","viii","2025","Megachile","argentata",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Megachile argentata","LC",NA,NA,NA,NA,NA
1772,"GE1772",1,"focal","Thiele",2537558,1180097,433,"VD","12.08.2025","5","F.TH.VD.5.1","G. Egloff","Yverdon-les-Bains","GE1772","Yverdon-les-Bains",NA,NA,"537558","180097",433,6,"12","08","viii","2025","Bombus","terrestris aggr.",NA,1,NA,"G. Egloff","C. Praz",NA,NA,NA,"Bombus terrestris aggr.","LC",NA,NA,NA,NA,NA
1773,"GE1773",1,"focal","Thiele",2537558,1180097,433,"VD","12.08.2025","5","F.TH.VD.5.1","G. Egloff","Yverdon-les-Bains","GE1773","Yverdon-les-Bains",NA,NA,"537558","180097",433,6,"12","08","viii","2025","Lasioglossum","morio",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum morio","LC",NA,NA,NA,NA,NA
1774,"GE1774",1,"focal","Thiele",2537558,1180097,433,"VD","12.08.2025","5","F.TH.VD.5.1","G. Egloff","Yverdon-les-Bains","GE1774","Yverdon-les-Bains",NA,NA,"537558","180097",433,6,"12","08","viii","2025","Lasioglossum","morio",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum morio","LC",NA,NA,NA,NA,NA
1775,"GE1775",1,"focal","Thiele",2537558,1180097,433,"VD","12.08.2025","5","F.TH.VD.5.1","G. Egloff","Yverdon-les-Bains","GE1775","Yverdon-les-Bains",NA,NA,"537558","180097",433,6,"12","08","viii","2025","Lasioglossum","zonulum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum zonulum","LC",NA,NA,NA,NA,NA
1776,"GE1776",1,"focal","Thiele",2537558,1180097,433,"VD","12.08.2025","5","F.TH.VD.5.1","G. Egloff","Yverdon-les-Bains","GE1776","Yverdon-les-Bains",NA,NA,"537558","180097",433,6,"12","08","viii","2025","Melitta","nigricans",1,NA,NA,"G. Egloff","C. Praz","Used for teaching",NA,NA,"Melitta nigricans","NT",NA,NA,NA,NA,NA
1777,"GE1777",1,"focal","Thiele",2537558,1180097,433,"VD","12.08.2025","5","F.TH.VD.5.1","G. Egloff","Yverdon-les-Bains","GE1777","Yverdon-les-Bains",NA,NA,"537558","180097",433,6,"12","08","viii","2025","Melitta","nigricans",1,NA,NA,"G. Egloff","C. Praz","Used for teaching",NA,NA,"Melitta nigricans","NT",NA,NA,NA,NA,NA
1778,"GE1778",1,"focal","Thiele",2537558,1180097,433,"VD","12.08.2025","5","F.TH.VD.5.1","G. Egloff","Yverdon-les-Bains","GE1778","Yverdon-les-Bains",NA,NA,"537558","180097",433,6,"12","08","viii","2025","Melitta","nigricans",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Melitta nigricans","NT",NA,NA,NA,NA,NA
1779,"GE1779",6,"focal","Thiele",2537647,1180202,433,"VD","12.08.2025","5","F.TH.VD.5.6","G. Egloff","Yverdon-les-Bains","GE1779","Yverdon-les-Bains",NA,NA,"537647","180202",433,6,"12","08","viii","2025","Lasioglossum","glabriusculum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum glabriusculum","LC",NA,NA,NA,NA,NA
1780,"GE1780",6,"focal","Thiele",2537647,1180202,433,"VD","12.08.2025","5","F.TH.VD.5.6","G. Egloff","Yverdon-les-Bains","GE1780","Yverdon-les-Bains",NA,NA,"537647","180202",433,6,"12","08","viii","2025","Lasioglossum","glabriusculum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum glabriusculum","LC",NA,NA,NA,NA,NA
1781,"GE1781",6,"focal","Thiele",2537647,1180202,433,"VD","12.08.2025","5","F.TH.VD.5.6","G. Egloff","Yverdon-les-Bains","GE1781","Yverdon-les-Bains",NA,NA,"537647","180202",433,6,"12","08","viii","2025","Lasioglossum","glabriusculum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum glabriusculum","LC",NA,NA,NA,NA,NA
1782,"GE1782",6,"focal","Thiele",2537647,1180202,433,"VD","12.08.2025","5","F.TH.VD.5.6","G. Egloff","Yverdon-les-Bains","GE1782","Yverdon-les-Bains",NA,NA,"537647","180202",433,6,"12","08","viii","2025","Lasioglossum","glabriusculum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum glabriusculum","LC",NA,NA,NA,NA,NA
1783,"GE1783",6,"focal","Thiele",2537647,1180202,433,"VD","12.08.2025","5","F.TH.VD.5.6","G. Egloff","Yverdon-les-Bains","GE1783","Yverdon-les-Bains",NA,NA,"537647","180202",433,6,"12","08","viii","2025","Lasioglossum","glabriusculum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum glabriusculum","LC",NA,NA,NA,NA,NA
1784,"GE1784",6,"focal","Thiele",2537647,1180202,433,"VD","12.08.2025","5","F.TH.VD.5.6","G. Egloff","Yverdon-les-Bains","GE1784","Yverdon-les-Bains",NA,NA,"537647","180202",433,6,"12","08","viii","2025","Lasioglossum","politum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum politum","LC",NA,NA,NA,NA,NA
1785,"GE1785",6,"focal","Thiele",2537647,1180202,433,"VD","12.08.2025","5","F.TH.VD.5.6","G. Egloff","Yverdon-les-Bains","GE1785","Yverdon-les-Bains",NA,NA,"537647","180202",433,6,"12","08","viii","2025","Lasioglossum","lucidulum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum lucidulum","LC",NA,NA,NA,NA,NA
1786,"GE1786",6,"focal","Thiele",2537647,1180202,433,"VD","12.08.2025","5","F.TH.VD.5.6","G. Egloff","Yverdon-les-Bains","GE1786","Yverdon-les-Bains",NA,NA,"537647","180202",433,6,"12","08","viii","2025","Lasioglossum","lucidulum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum lucidulum","LC",NA,NA,NA,NA,NA
1787,"GE1787",6,"focal","Thiele",2537647,1180202,433,"VD","12.08.2025","5","F.TH.VD.5.6","G. Egloff","Yverdon-les-Bains","GE1787","Yverdon-les-Bains",NA,NA,"537647","180202",433,6,"12","08","viii","2025","Hylaeus","brevicornis",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Hylaeus brevicornis","LC",NA,NA,NA,NA,NA
1788,"GE1788",6,"focal","Thiele",2537647,1180202,433,"VD","12.08.2025","5","F.TH.VD.5.6","G. Egloff","Yverdon-les-Bains","GE1788","Yverdon-les-Bains",NA,NA,"537647","180202",433,6,"12","08","viii","2025","Lasioglossum","pauxillum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum pauxillum","LC",NA,NA,NA,NA,NA
1789,"GE1789",6,"focal","Thiele",2537647,1180202,433,"VD","12.08.2025","5","F.TH.VD.5.6","G. Egloff","Yverdon-les-Bains","GE1789","Yverdon-les-Bains",NA,NA,"537647","180202",433,6,"12","08","viii","2025","Lasioglossum","villosulum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum villosulum","LC",NA,NA,NA,NA,NA
1790,"GE1790",6,"focal","Thiele",2537647,1180202,433,"VD","12.08.2025","5","F.TH.VD.5.6","G. Egloff","Yverdon-les-Bains","GE1790","Yverdon-les-Bains",NA,NA,"537647","180202",433,6,"12","08","viii","2025","Lasioglossum","malachurum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
1791,"GE1791",6,"focal","Thiele",2537647,1180202,433,"VD","12.08.2025","5","F.TH.VD.5.6","G. Egloff","Yverdon-les-Bains","GE1791","Yverdon-les-Bains",NA,NA,"537647","180202",433,6,"12","08","viii","2025","Hylaeus","gibbus",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Hylaeus gibbus","LC",NA,NA,NA,NA,NA
1792,"GE1792",6,"focal","Thiele",2537647,1180202,433,"VD","12.08.2025","5","F.TH.VD.5.6","G. Egloff","Yverdon-les-Bains","GE1792","Yverdon-les-Bains",NA,NA,"537647","180202",433,6,"12","08","viii","2025","Lasioglossum","villosulum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum villosulum","LC",NA,NA,NA,NA,NA
1793,"GE1793",6,"focal","Thiele",2537647,1180202,433,"VD","12.08.2025","5","F.TH.VD.5.6","G. Egloff","Yverdon-les-Bains","GE1793","Yverdon-les-Bains",NA,NA,"537647","180202",433,6,"12","08","viii","2025","Hylaeus","gibbus",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Hylaeus gibbus","LC",NA,NA,NA,NA,NA
1794,"GE1794",6,"focal","Thiele",2537647,1180202,433,"VD","12.08.2025","5","F.TH.VD.5.6","G. Egloff","Yverdon-les-Bains","GE1794","Yverdon-les-Bains",NA,NA,"537647","180202",433,6,"12","08","viii","2025","Sphecodes","monilicornis",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Sphecodes monilicornis","LC",NA,NA,NA,NA,NA
1795,"GE1795",6,"focal","Thiele",2537647,1180202,433,"VD","12.08.2025","5","F.TH.VD.5.6","G. Egloff","Yverdon-les-Bains","GE1795","Yverdon-les-Bains",NA,NA,"537647","180202",433,6,"12","08","viii","2025","Lasioglossum","malachurum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
1796,"GE1796",6,"focal","Thiele",2537647,1180202,433,"VD","12.08.2025","5","F.TH.VD.5.6","G. Egloff","Yverdon-les-Bains","GE1796","Yverdon-les-Bains",NA,NA,"537647","180202",433,6,"12","08","viii","2025","Lasioglossum","malachurum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
1797,"GE1797",6,"focal","Thiele",2537647,1180202,433,"VD","12.08.2025","5","F.TH.VD.5.6","G. Egloff","Yverdon-les-Bains","GE1797","Yverdon-les-Bains",NA,NA,"537647","180202",433,6,"12","08","viii","2025","Lasioglossum","leucozonium",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum leucozonium","LC",NA,NA,NA,NA,NA
1798,"GE1798",6,"focal","Thiele",2537647,1180202,433,"VD","12.08.2025","5","F.TH.VD.5.6","G. Egloff","Yverdon-les-Bains","GE1798","Yverdon-les-Bains",NA,NA,"537647","180202",433,6,"12","08","viii","2025","Lasioglossum","leucozonium",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum leucozonium","LC",NA,NA,NA,NA,NA
1799,"GE1799",6,"focal","Thiele",2537647,1180202,433,"VD","12.08.2025","5","F.TH.VD.5.6","G. Egloff","Yverdon-les-Bains","GE1799","Yverdon-les-Bains",NA,NA,"537647","180202",433,6,"12","08","viii","2025","Halictus","subauratus",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Halictus subauratus","LC",NA,NA,NA,NA,NA
1800,"GE1800",6,"focal","Thiele",2537647,1180202,433,"VD","12.08.2025","5","F.TH.VD.5.6","G. Egloff","Yverdon-les-Bains","GE1800","Yverdon-les-Bains",NA,NA,"537647","180202",433,6,"12","08","viii","2025","Halictus","subauratus",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Halictus subauratus","LC",NA,NA,NA,NA,NA
1801,"GE1801",6,"focal","Thiele",2537647,1180202,433,"VD","12.08.2025","5","F.TH.VD.5.6","G. Egloff","Yverdon-les-Bains","GE1801","Yverdon-les-Bains",NA,NA,"537647","180202",433,6,"12","08","viii","2025","Halictus","simplex aggr.",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Halictus simplex aggr.","LC",NA,NA,NA,NA,NA
1802,"GE1802",6,"focal","Thiele",2537647,1180202,433,"VD","12.08.2025","5","F.TH.VD.5.6","G. Egloff","Yverdon-les-Bains","GE1802","Yverdon-les-Bains",NA,NA,"537647","180202",433,6,"12","08","viii","2025","Sphecodes","gibbus",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Sphecodes gibbus","LC",NA,NA,NA,NA,NA
1803,"GE1803",6,"focal","Schwarzbach",2608180,1193208,525,"BE","13.08.2025","5","F.SC.BE.5.6","G. Egloff","Rubigen","GE1803","Rubigen",NA,NA,"608180","193208",525,6,"13","08","viii","2025","Lasioglossum","glabriusculum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum glabriusculum","LC",NA,NA,NA,NA,NA
1804,"GE1804",6,"focal","Schwarzbach",2608180,1193208,525,"BE","13.08.2025","5","F.SC.BE.5.6","G. Egloff","Rubigen","GE1804","Rubigen",NA,NA,"608180","193208",525,6,"13","08","viii","2025","Lasioglossum","morio",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum morio","LC",NA,NA,NA,NA,NA
1805,"GE1805",6,"focal","Schwarzbach",2608180,1193208,525,"BE","13.08.2025","5","F.SC.BE.5.6","G. Egloff","Rubigen","GE1805","Rubigen",NA,NA,"608180","193208",525,6,"13","08","viii","2025","Lasioglossum","morio",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum morio","LC",NA,NA,NA,NA,NA
1806,"GE1806",6,"focal","Schwarzbach",2608180,1193208,525,"BE","13.08.2025","5","F.SC.BE.5.6","G. Egloff","Rubigen","GE1806","Rubigen",NA,NA,"608180","193208",525,6,"13","08","viii","2025","Lasioglossum","glabriusculum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum glabriusculum","LC",NA,NA,NA,NA,NA
1807,"GE1807",6,"focal","Schwarzbach",2608180,1193208,525,"BE","13.08.2025","5","F.SC.BE.5.6","G. Egloff","Rubigen","GE1807","Rubigen",NA,NA,"608180","193208",525,6,"13","08","viii","2025","Lasioglossum","morio",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum morio","LC",NA,NA,NA,NA,NA
1808,"GE1808",6,"focal","Schwarzbach",2608180,1193208,525,"BE","13.08.2025","5","F.SC.BE.5.6","G. Egloff","Rubigen","GE1808","Rubigen",NA,NA,"608180","193208",525,6,"13","08","viii","2025","Lasioglossum","morio",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum morio","LC",NA,NA,NA,NA,NA
1809,"GE1809",6,"focal","Schwarzbach",2608180,1193208,525,"BE","13.08.2025","5","F.SC.BE.5.6","G. Egloff","Rubigen","GE1809","Rubigen",NA,NA,"608180","193208",525,6,"13","08","viii","2025","Lasioglossum","glabriusculum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum glabriusculum","LC",NA,NA,NA,NA,NA
1810,"GE1810",6,"focal","Schwarzbach",2608180,1193208,525,"BE","13.08.2025","5","F.SC.BE.5.6","G. Egloff","Rubigen","GE1810","Rubigen",NA,NA,"608180","193208",525,6,"13","08","viii","2025","Lasioglossum","morio",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum morio","LC",NA,NA,NA,NA,NA
1811,"GE1811",6,"focal","Schwarzbach",2608180,1193208,525,"BE","13.08.2025","5","F.SC.BE.5.6","G. Egloff","Rubigen","GE1811","Rubigen",NA,NA,"608180","193208",525,6,"13","08","viii","2025","Halictus","tumulorum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Halictus tumulorum","LC",NA,NA,NA,NA,NA
1812,"GE1812",7,"focal","Schwarzbach",2608189,1193195,525,"BE","13.08.2025","5","F.SC.BE.5.7","G. Egloff","Rubigen","GE1812","Rubigen",NA,NA,"608189","193195",525,6,"13","08","viii","2025","Bombus","terrestris aggr.",NA,1,NA,"G. Egloff","C. Praz",NA,NA,NA,"Bombus terrestris aggr.","LC",NA,NA,NA,NA,NA
1813,"GE1813",4,"focal","Schwarzbach",2608165,1193225,525,"BE","13.08.2025","5","F.SC.BE.5.4","G. Egloff","Rubigen","GE1813","Rubigen",NA,NA,"608165","193225",525,6,"13","08","viii","2025","Lasioglossum","glabriusculum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum glabriusculum","LC",NA,NA,NA,NA,NA
1814,"GE1814",4,"focal","Schwarzbach",2608165,1193225,525,"BE","13.08.2025","5","F.SC.BE.5.4","G. Egloff","Rubigen","GE1814","Rubigen",NA,NA,"608165","193225",525,6,"13","08","viii","2025","Lasioglossum","morio",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum morio","LC",NA,NA,NA,NA,NA
1815,"GE1815",4,"focal","Schwarzbach",2608165,1193225,525,"BE","13.08.2025","5","F.SC.BE.5.4","G. Egloff","Rubigen","GE1815","Rubigen",NA,NA,"608165","193225",525,6,"13","08","viii","2025","Lasioglossum","morio",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum morio","LC",NA,NA,NA,NA,NA
1816,"GE1816",4,"focal","Schwarzbach",2608165,1193225,525,"BE","13.08.2025","5","F.SC.BE.5.4","G. Egloff","Rubigen","GE1816","Rubigen",NA,NA,"608165","193225",525,6,"13","08","viii","2025","Lasioglossum","morio",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum morio","LC",NA,NA,NA,NA,NA
1817,"GE1817",4,"focal","Schwarzbach",2608165,1193225,525,"BE","13.08.2025","5","F.SC.BE.5.4","G. Egloff","Rubigen","GE1817","Rubigen",NA,NA,"608165","193225",525,6,"13","08","viii","2025","Lasioglossum","glabriusculum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum glabriusculum","LC",NA,NA,NA,NA,NA
1818,"GE1818",4,"focal","Schwarzbach",2608165,1193225,525,"BE","13.08.2025","5","F.SC.BE.5.4","G. Egloff","Rubigen","GE1818","Rubigen",NA,NA,"608165","193225",525,6,"13","08","viii","2025","Ceratina","cyanea",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Ceratina cyanea","LC",NA,NA,NA,NA,NA
1819,"GE1819",4,"focal","Schwarzbach",2608165,1193225,525,"BE","13.08.2025","5","F.SC.BE.5.4","G. Egloff","Rubigen","GE1819","Rubigen",NA,NA,"608165","193225",525,6,"13","08","viii","2025","Megachile","versicolor",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Megachile versicolor","LC",NA,NA,NA,NA,NA
1820,"GE1820",4,"focal","Schwarzbach",2608165,1193225,525,"BE","13.08.2025","5","F.SC.BE.5.4","G. Egloff","Rubigen","GE1820","Rubigen",NA,NA,"608165","193225",525,6,"13","08","viii","2025","Megachile","versicolor",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Megachile versicolor","LC",NA,NA,NA,NA,NA
1821,"GE1821",3,"focal","Schwarzbach",2608135,1193252,525,"BE","13.08.2025","5","F.SC.BE.5.3","G. Egloff","Rubigen","GE1821","Rubigen",NA,NA,"608135","193252",525,6,"13","08","viii","2025","Lasioglossum","glabriusculum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum glabriusculum","LC",NA,NA,NA,NA,NA
1822,"GE1822",3,"focal","Schwarzbach",2608135,1193252,525,"BE","13.08.2025","5","F.SC.BE.5.3","G. Egloff","Rubigen","GE1822","Rubigen",NA,NA,"608135","193252",525,6,"13","08","viii","2025","Lasioglossum","glabriusculum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum glabriusculum","LC",NA,NA,NA,NA,NA
1823,"GE1823",3,"focal","Schwarzbach",2608135,1193252,525,"BE","13.08.2025","5","F.SC.BE.5.3","G. Egloff","Rubigen","GE1823","Rubigen",NA,NA,"608135","193252",525,6,"13","08","viii","2025","Lasioglossum","glabriusculum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum glabriusculum","LC",NA,NA,NA,NA,NA
1824,"GE1824",3,"focal","Schwarzbach",2608135,1193252,525,"BE","13.08.2025","5","F.SC.BE.5.3","G. Egloff","Rubigen","GE1824","Rubigen",NA,NA,"608135","193252",525,6,"13","08","viii","2025","Lasioglossum","glabriusculum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum glabriusculum","LC",NA,NA,NA,NA,NA
1825,"GE1825",3,"focal","Schwarzbach",2608135,1193252,525,"BE","13.08.2025","5","F.SC.BE.5.3","G. Egloff","Rubigen","GE1825","Rubigen",NA,NA,"608135","193252",525,6,"13","08","viii","2025","Lasioglossum","morio",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum morio","LC",NA,NA,NA,NA,NA
1826,"GE1826",3,"focal","Schwarzbach",2608135,1193252,525,"BE","13.08.2025","5","F.SC.BE.5.3","G. Egloff","Rubigen","GE1826","Rubigen",NA,NA,"608135","193252",525,6,"13","08","viii","2025","Lasioglossum","morio",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum morio","LC",NA,NA,NA,NA,NA
1827,"GE1827",3,"focal","Schwarzbach",2608135,1193252,525,"BE","13.08.2025","5","F.SC.BE.5.3","G. Egloff","Rubigen","GE1827","Rubigen",NA,NA,"608135","193252",525,6,"13","08","viii","2025","Lasioglossum","morio",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum morio","LC",NA,NA,NA,NA,NA
1828,"GE1828",3,"focal","Schwarzbach",2608135,1193252,525,"BE","13.08.2025","5","F.SC.BE.5.3","G. Egloff","Rubigen","GE1828","Rubigen",NA,NA,"608135","193252",525,6,"13","08","viii","2025","Lasioglossum","morio",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum morio","LC",NA,NA,NA,NA,NA
1829,"GE1829",8,"focal","Schwarzbach",2608198,1193190,525,"BE","13.08.2025","5","F.SC.BE.5.8","G. Egloff","Rubigen","GE1829","Rubigen",NA,NA,"608198","193190",525,6,"13","08","viii","2025","Lasioglossum","glabriusculum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum glabriusculum","LC",NA,NA,NA,NA,NA
1830,"GE1830",8,"focal","Schwarzbach",2608198,1193190,525,"BE","13.08.2025","5","F.SC.BE.5.8","G. Egloff","Rubigen","GE1830","Rubigen",NA,NA,"608198","193190",525,6,"13","08","viii","2025","Lasioglossum","politum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum politum","LC",NA,NA,NA,NA,NA
1831,"GE1831",8,"focal","Schwarzbach",2608198,1193190,525,"BE","13.08.2025","5","F.SC.BE.5.8","G. Egloff","Rubigen","GE1831","Rubigen",NA,NA,"608198","193190",525,6,"13","08","viii","2025","Lasioglossum","glabriusculum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum glabriusculum","LC",NA,NA,NA,NA,NA
1832,"GE1832",8,"focal","Schwarzbach",2608198,1193190,525,"BE","13.08.2025","5","F.SC.BE.5.8","G. Egloff","Rubigen","GE1832","Rubigen",NA,NA,"608198","193190",525,6,"13","08","viii","2025","Lasioglossum","glabriusculum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum glabriusculum","LC",NA,NA,NA,NA,NA
1833,"GE1833",8,"focal","Schwarzbach",2608198,1193190,525,"BE","13.08.2025","5","F.SC.BE.5.8","G. Egloff","Rubigen","GE1833","Rubigen",NA,NA,"608198","193190",525,6,"13","08","viii","2025","Lasioglossum","politum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum politum","LC",NA,NA,NA,NA,NA
1834,"GE1834",8,"focal","Schwarzbach",2608198,1193190,525,"BE","13.08.2025","5","F.SC.BE.5.8","G. Egloff","Rubigen","GE1834","Rubigen",NA,NA,"608198","193190",525,6,"13","08","viii","2025","Lasioglossum","morio",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum morio","LC",NA,NA,NA,NA,NA
1835,"GE1835",8,"focal","Schwarzbach",2608198,1193190,525,"BE","13.08.2025","5","F.SC.BE.5.8","G. Egloff","Rubigen","GE1835","Rubigen",NA,NA,"608198","193190",525,6,"13","08","viii","2025","Lasioglossum","glabriusculum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum glabriusculum","LC",NA,NA,NA,NA,NA
1836,"GE1836",8,"focal","Schwarzbach",2608198,1193190,525,"BE","13.08.2025","5","F.SC.BE.5.8","G. Egloff","Rubigen","GE1836","Rubigen",NA,NA,"608198","193190",525,6,"13","08","viii","2025","Lasioglossum","politum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum politum","LC",NA,NA,NA,NA,NA
1837,"GE1837",8,"focal","Schwarzbach",2608198,1193190,525,"BE","13.08.2025","5","F.SC.BE.5.8","G. Egloff","Rubigen","GE1837","Rubigen",NA,NA,"608198","193190",525,6,"13","08","viii","2025","Lasioglossum","morio",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum morio","LC",NA,NA,NA,NA,NA
1838,"GE1838",8,"focal","Schwarzbach",2608198,1193190,525,"BE","13.08.2025","5","F.SC.BE.5.8","G. Egloff","Rubigen","GE1838","Rubigen",NA,NA,"608198","193190",525,6,"13","08","viii","2025","Hylaeus","confusus",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Hylaeus confusus","LC",NA,NA,NA,NA,NA
